user_id,domain,theta
u001,基本的なファイル管理,0.8982538647493113
u002,基本的なファイル管理,-1.7138796683636848
u003,基本的なファイル管理,-1.1740105180182154
u004,基本的なファイル管理,-1.1832063549504641
u005,基本的なファイル管理,0.800310517728962
u006,基本的なファイル管理,0.3796992046837128
u007,基本的なファイル管理,-0.17827160695231137
u008,基本的なファイル管理,0.6002512383688265
u009,基本的なファイル管理,-1.071915275418585
u010,基本的なファイル管理,0.7045947657643845
u011,基本的なファイル管理,-1.1661236997254703
u012,基本的なファイル管理,-0.7146655037804575
u013,基本的なファイル管理,0.614455865731959
u014,基本的なファイル管理,-0.6188277501686976
u015,基本的なファイル管理,-0.42273601907487934
u016,基本的なファイル管理,-1.7129996914189
u017,基本的なファイル管理,0.4793259242537293
u018,基本的なファイル管理,-1.0860792023060797
u019,基本的なファイル管理,-0.13486045452397483
u020,基本的なファイル管理,-0.8895181483160715
u021,基本的なファイル管理,-1.5551793323657948
u022,基本的なファイル管理,-0.6208626349280683
u023,基本的なファイル管理,-0.7958666603832562
u024,基本的なファイル管理,0.7891351433722708
u025,基本的なファイル管理,-0.6887301230832492
u026,基本的なファイル管理,-1.5890929713234918
u027,基本的なファイル管理,-0.8907342554924382
u028,基本的なファイル管理,0.338418168255522
u029,基本的なファイル管理,-0.3674312421572746
u030,基本的なファイル管理,-1.184529185068593
u031,基本的なファイル管理,-0.6881803124692689
u032,基本的なファイル管理,-1.0613678923196674
u033,基本的なファイル管理,0.5265478012627042
u034,基本的なファイル管理,-1.199432982679206
u035,基本的なファイル管理,-0.31990886094666093
u036,基本的なファイル管理,-0.6340913010766533
u037,基本的なファイル管理,0.3536050732061663
u038,基本的なファイル管理,-0.7640111899028501
u039,基本的なファイル管理,-0.6852137687336298
u040,基本的なファイル管理,-1.2763626727256925
u041,基本的なファイル管理,0.2521762205720851
u042,基本的なファイル管理,0.1840959025123896
u043,基本的なファイル管理,0.8045989588552456
u044,基本的なファイル管理,0.1919266787115037
u045,基本的なファイル管理,-1.0742113521387417
u046,基本的なファイル管理,0.9319840580408942
u047,基本的なファイル管理,-1.3508264959070333
u048,基本的なファイル管理,-0.8481625537289227
u049,基本的なファイル管理,0.8136298924586073
u050,基本的なファイル管理,-1.3434063744553406
u001,所有者とパーミッション,-0.5002109154430985
u002,所有者とパーミッション,-0.7047127349708245
u003,所有者とパーミッション,-0.4548225840546054
u004,所有者とパーミッション,0.734522167981146
u005,所有者とパーミッション,-0.9690279249733056
u006,所有者とパーミッション,-1.4876183521638222
u007,所有者とパーミッション,-1.288097846668082
u008,所有者とパーミッション,-1.0778195569133335
u009,所有者とパーミッション,0.15826129651077292
u010,所有者とパーミッション,0.06793200392204783
u011,所有者とパーミッション,-0.4949465970106642
u012,所有者とパーミッション,0.3479956727865457
u013,所有者とパーミッション,-0.3711602754408861
u014,所有者とパーミッション,-0.49625708983185673
u015,所有者とパーミッション,-0.7000080039737154
u016,所有者とパーミッション,-0.5176068305791086
u017,所有者とパーミッション,-0.6488481199673615
u018,所有者とパーミッション,0.6148930828831924
u019,所有者とパーミッション,0.5135972968381091
u020,所有者とパーミッション,-1.138707550502088
u021,所有者とパーミッション,0.19981475308537713
u022,所有者とパーミッション,0.45941089749665187
u023,所有者とパーミッション,0.3704379424678631
u024,所有者とパーミッション,-1.1688435931396386
u025,所有者とパーミッション,-0.16795557234194713
u026,所有者とパーミッション,0.9510650934305259
u027,所有者とパーミッション,-1.0985809275015308
u028,所有者とパーミッション,-1.4264829836142379
u029,所有者とパーミッション,-1.6340661537509702
u030,所有者とパーミッション,-0.9948914286528749
u031,所有者とパーミッション,-1.7391074602872758
u032,所有者とパーミッション,0.16179166318181676
u033,所有者とパーミッション,-0.1112863748874049
u034,所有者とパーミッション,-0.5763930020032527
u035,所有者とパーミッション,-0.9579604662449419
u036,所有者とパーミッション,-0.109036762490991
u037,所有者とパーミッション,-1.5689440307182314
u038,所有者とパーミッション,-0.15981826207017943
u039,所有者とパーミッション,0.18720785025364875
u040,所有者とパーミッション,-0.6334380759215964
u041,所有者とパーミッション,-0.9556816278411
u042,所有者とパーミッション,-1.1594154902841083
u043,所有者とパーミッション,0.14439582264806547
u044,所有者とパーミッション,-0.724532727348203
u045,所有者とパーミッション,0.785241552617146
u046,所有者とパーミッション,0.48586411386563194
u047,所有者とパーミッション,0.5606761805334336
u048,所有者とパーミッション,-0.4856790638058143
u049,所有者とパーミッション,-0.9443309980739266
u050,所有者とパーミッション,0.16057103135471348
